date,EQUITY_S&P_SL20_Index,Gold_Price
2016-10-05,3643.58,
2016-10-06,,
2016-10-07,3664.48,
2016-10-10,3661.23,
2016-10-11,3650.09,
2016-10-12,3638.08,
2016-10-13,3615.48,
2016-10-14,3615.12,
2016-10-17,3598.44,
2016-10-18,3591.74,
2016-10-19,3597.05,
2016-10-20,3593.17,
2016-10-21,3594.59,
2016-10-24,3586.96,
2016-10-25,3587.47,
2016-10-26,3585.82,
2016-10-27,3584.06,
2016-10-28,3572.36,
2016-10-31,3559.92,
2016-11-01,3570.87,
2016-11-02,3598.73,
2016-11-03,3610.4,
2016-11-04,3608.55,
2016-11-07,3619.9,
2016-11-08,3614.58,
2016-11-09,3588.45,
2016-11-10,3593.65,
2016-11-11,3589.97,
2016-11-15,3583.79,
2016-11-16,3531.92,
2016-11-17,3527.1,
2016-11-18,3514.98,
2016-11-21,3486.3,
2016-11-22,3473.65,
2016-11-23,3468.05,
2016-11-24,3478.53,
2016-11-25,3476.54,
2016-11-28,3459.86,
2016-11-29,3456.9,
2016-11-30,3467.1,
2016-12-01,3508.44,
2016-12-02,3521.76,
2016-12-05,3555.85,
2016-12-06,3540.05,
2016-12-07,3533.84,
2016-12-08,3555.91,
2016-12-09,3555.02,
2016-12-14,3540.62,
2016-12-15,3529.61,
2016-12-16,3521.67,
2016-12-19,3512.29,
2016-12-20,3496.06,
2016-12-21,3490.35,
2016-12-22,3478.15,
2016-12-23,3482.21,
2016-12-27,3477.02,
2016-12-28,3505.78,
2016-12-29,3503.13,
2016-12-30,3496.44,
2017-01-02,3472.5,
2017-01-03,3438.4,
2017-01-04,3447.75,
2017-01-05,3446.98,
2017-01-06,3462.25,
2017-01-09,3471.28,
2017-01-10,3462.31,
2017-01-11,3503.07,
2017-01-13,3524.4,
2017-01-16,3508.79,
2017-01-17,3491.34,
2017-01-18,3497.27,
2017-01-19,3492.61,
2017-01-20,3508.4,
2017-01-23,3500.44,
2017-01-24,3479.48,
2017-01-25,3474.41,
2017-01-26,3479.39,
2017-01-27,3483.67,
2017-01-30,3492.92,
2017-01-31,3489.61,
2017-02-01,3490.91,
2017-02-02,3504.35,
2017-02-03,3506.13,
2017-02-06,3466.32,
2017-02-07,3478.08,
2017-02-08,3485.2,
2017-02-09,3488.5,
2017-02-13,3521.24,
2017-02-14,3532.93,
2017-02-15,3545.91,
2017-02-16,3547.86,
2017-02-17,3543.63,
2017-02-20,3538.07,
2017-02-21,3544.72,
2017-02-22,3538.85,
2017-02-23,3553.11,
2017-02-27,3534.85,
2017-02-28,3543.82,
2017-03-01,3538.55,
2017-03-02,3533.14,
2017-03-03,3524.77,
2017-03-06,3534.37,
2017-03-07,3529.16,
2017-03-08,3507.77,
2017-03-09,3501.92,
2017-03-10,3496.58,
2017-03-13,3482.08,
2017-03-14,3459.89,
2017-03-15,3450.07,
2017-03-16,3447.19,
2017-03-17,3451.69,
2017-03-20,3448.52,
2017-03-21,3447.59,
2017-03-22,3423.69,
2017-03-23,3411.96,
2017-03-24,3416.68,
2017-03-27,3398.17,
2017-03-28,3399.03,
2017-03-29,3419.53,
2017-03-30,3423.72,
2017-03-31,3438.88,
2017-04-03,3443.12,
2017-04-04,3495.48,
2017-04-05,3520.46,
2017-04-06,3549.98,
2017-04-07,3581.63,
2017-04-11,3588.89,
2017-04-12,3647.82,
2017-04-17,3612.96,
2017-04-18,3622.78,
2017-04-19,3671.56,
2017-04-20,3704.24,
2017-04-21,3735.83,
2017-04-24,3717.64,
2017-04-25,3702.96,
2017-04-26,3720.55,
2017-04-27,3761.58,
2017-04-28,3786.39,
2017-05-02,3778.64,
2017-05-03,3757.65,
2017-05-04,3785.15,
2017-05-05,3801.69,
2017-05-08,3827.34,
2017-05-09,3836.5,
2017-05-12,3850.22,
2017-05-15,3836.44,
2017-05-16,3841.92,
2017-05-17,3863.81,
2017-05-18,3841.08,
2017-05-19,3844.68,
2017-05-22,3828.89,
2017-05-23,3821.66,
2017-05-24,3846.1,
2017-05-25,3846.81,
2017-05-26,3828.59,
2017-05-29,3820.66,
2017-05-30,3803.27,
2017-05-31,3818.9,
2017-06-01,3833.34,
2017-06-02,3842.45,
2017-06-05,3839.33,
2017-06-06,3836.93,
2017-06-07,3833.67,
2017-06-09,3840.77,
2017-06-12,3840.28,
2017-06-13,3844.35,
2017-06-14,3872.66,
2017-06-15,3900.3,
2017-06-16,3916.44,
2017-06-19,3885.28,
2017-06-20,3900.59,
2017-06-21,3923.02,
2017-06-22,3913.62,
2017-06-23,3915.3,
2017-06-27,3909.99,
2017-06-28,3898.48,
2017-06-29,3903.23,
2017-06-30,3933.51,
2017-07-03,3929.48,
2017-07-04,3920.59,
2017-07-05,3907.12,
2017-07-06,3905.45,
2017-07-07,3908.94,
2017-07-10,3904.32,
2017-07-11,3904.45,
2017-07-12,3902.68,
2017-07-13,3899.58,
2017-07-14,3909.54,
2017-07-17,3882.14,
2017-07-18,3874.86,
2017-07-19,3838.08,
2017-07-20,3837.26,
2017-07-21,3819.23,
2017-07-24,3813.39,
2017-07-25,3821.89,
2017-07-26,3830.56,
2017-07-27,3830.84,
2017-07-28,3822.92,
2017-07-31,3811.01,
2017-08-01,3789.09,
2017-08-02,3789.83,
2017-08-03,3781.9,
2017-08-04,3784.51,
2017-08-08,3754.08,
2017-08-09,3734.21,
2017-08-10,3737.94,
2017-08-11,3724.21,
2017-08-14,3734.93,
2017-08-15,3696.28,
2017-08-16,3697.87,
2017-08-17,3690.81,
2017-08-18,3706.02,
2017-08-21,3698.99,
2017-08-22,3678.07,
2017-08-23,3663.65,
2017-08-24,3658.15,
2017-08-25,3690.57,
2017-08-28,3694.17,
2017-08-29,3686.1,
2017-08-30,3683.96,
2017-08-31,3685.96,
2017-09-04,3683.5,
2017-09-06,3676.23,
2017-09-07,3670.78,
2017-09-08,3674.58,
2017-09-11,3672.5,
2017-09-12,3660.15,
2017-09-13,3655.16,
2017-09-14,3663.81,
2017-09-15,3682.34,
2017-09-18,3683.69,
2017-09-19,3692.52,
2017-09-20,3716.25,
2017-09-21,3713.22,
2017-09-22,3692.15,
2017-09-25,3679.7,
2017-09-26,3685.41,
2017-09-27,3672.39,
2017-09-28,3682.89,
2017-09-29,3687.97,
2017-10-02,3709.66,
2017-10-03,3752.87,
2017-10-04,3781.64,
2017-10-06,3797.43,
2017-10-09,3796.64,
2017-10-10,3833.96,
2017-10-11,3870.42,
2017-10-12,3917.64,
2017-10-13,3915.42,
2017-10-16,3845.3,
2017-10-17,3847.98,
2017-10-19,3827.59,
2017-10-20,3831.42,
2017-10-23,3827.14,
2017-10-24,3825.11,
2017-10-25,3861.45,
2017-10-26,3896.03,
2017-10-27,3872.5,
2017-10-30,3879.12,
2017-10-31,3899.63,
2017-11-01,3902.45,
2017-11-02,3898.41,
2017-11-06,3883.18,
2017-11-07,3878.42,
2017-11-08,3869.06,
2017-11-09,3849.1,
2017-11-10,3841.97,
2017-11-13,3813.98,
2017-11-14,3770.19,
2017-11-15,3737.86,
2017-11-16,3762.4,
2017-11-17,3798.0,
2017-11-20,3784.58,
2017-11-21,3769.55,
2017-11-22,3753.19,
2017-11-23,3752.37,
2017-11-24,3733.1,
2017-11-27,3741.78,
2017-11-28,3731.42,
2017-11-29,3723.42,
2017-11-30,3724.96,
2017-12-04,3720.84,
2017-12-05,3716.5,
2017-12-06,3708.56,
2017-12-07,3712.61,
2017-12-08,3713.15,
2017-12-11,3695.85,
2017-12-12,3709.99,
2017-12-13,3687.8,
2017-12-14,3689.23,
2017-12-15,3692.56,
2017-12-18,3692.95,
2017-12-19,3662.64,
2017-12-20,3652.35,
2017-12-21,3647.02,
2017-12-22,3649.91,
2017-12-26,3671.17,
2017-12-27,3668.7,
2017-12-28,3667.77,
2017-12-29,3671.72,
2018-01-02,3702.63,
2018-01-03,3742.85,
2018-01-04,3745.26,
2018-01-05,3783.93,
2018-01-08,3810.05,
2018-01-09,3808.62,
2018-01-10,3791.57,
2018-01-11,3793.96,
2018-01-12,3767.2,
2018-01-16,3747.16,
2018-01-17,3746.18,
2018-01-18,3709.63,
2018-01-19,3735.48,
2018-01-22,3717.07,
2018-01-23,3726.66,
2018-01-24,3745.24,
2018-01-25,3747.9,
2018-01-26,3749.89,
2018-01-29,3737.58,
2018-01-30,3747.3,
2018-02-01,3743.17,
2018-02-02,3751.95,
2018-02-06,3736.64,
2018-02-07,3729.47,
2018-02-08,3738.79,
2018-02-09,3730.18,
2018-02-12,3714.97,
2018-02-14,3698.8,
2018-02-15,3701.01,
2018-02-16,3705.21,
2018-02-19,3699.72,
2018-02-20,3714.75,
2018-02-21,3735.55,
2018-02-22,3722.55,
2018-02-23,3728.31,
2018-02-26,3723.41,
2018-02-27,3723.55,
2018-02-28,3710.14,
2018-03-02,3717.55,
2018-03-05,3721.97,
2018-03-06,3710.82,
2018-03-07,3681.26,
2018-03-08,3692.79,
2018-03-09,3698.57,
2018-03-12,3681.25,
2018-03-13,3681.05,
2018-03-14,3665.52,
2018-03-15,3666.35,
2018-03-16,3679.93,
2018-03-19,3669.46,
2018-03-20,3641.46,
2018-03-21,3626.56,
2018-03-22,3624.99,
2018-03-23,3623.64,
2018-03-26,3635.35,
2018-03-27,3635.02,
2018-03-28,3639.52,
2018-03-29,3650.1,
2018-04-02,3634.03,
2018-04-03,3631.81,
2018-04-04,3640.19,
2018-04-05,3657.16,
2018-04-06,3656.89,
2018-04-09,3646.98,
2018-04-10,3656.61,
2018-04-11,3666.95,
2018-04-12,3676.98,
2018-04-16,3671.29,
2018-04-17,3687.62,
2018-04-18,3690.79,
2018-04-19,3676.5,
2018-04-20,3679.23,
2018-04-23,3675.52,
2018-04-24,3681.6,
2018-04-25,3684.35,
2018-04-26,3678.26,
2018-04-27,3660.1,
2018-05-01,3653.0,
2018-05-02,3642.79,
2018-05-03,3649.4,
2018-05-04,3640.48,
2018-05-08,3632.61,
2018-05-09,3631.72,
2018-05-10,3625.86,
2018-05-11,3622.11,
2018-05-14,3609.04,
2018-05-15,3616.16,
2018-05-16,3620.55,
2018-05-17,3609.88,
2018-05-18,3628.74,
2018-05-21,3624.41,
2018-05-22,3613.94,
2018-05-23,3611.44,
2018-05-24,3616.33,
2018-05-25,3620.71,
2018-05-28,3616.13,
2018-05-30,3585.53,
2018-05-31,3567.04,
2018-06-01,3581.23,
2018-06-04,3574.37,
2018-06-05,3592.66,
2018-06-06,3578.44,
2018-06-07,3557.76,
2018-06-08,3539.93,
2018-06-11,3544.99,
2018-06-12,3538.15,
2018-06-13,3532.09,
2018-06-14,3526.93,
2018-06-18,3513.89,
2018-06-19,3473.52,
2018-06-20,3430.73,
2018-06-21,3431.3,
2018-06-22,3428.0,
2018-06-25,3421.06,
2018-06-26,3397.89,
2018-06-28,3390.15,
2018-06-29,3388.88,
2018-07-02,3348.28,
2018-07-03,3303.11,
2018-07-04,3280.8,
2018-07-05,3295.69,
2018-07-06,3323.52,
2018-07-09,3298.23,
2018-07-10,3305.59,
2018-07-11,3318.4,
2018-07-12,3336.41,
2018-07-13,3334.82,
2018-07-16,3336.07,
2018-07-17,3378.55,
2018-07-18,3360.16,
2018-07-19,3389.76,
2018-07-20,3400.43,
2018-07-23,3397.66,
2018-07-24,3392.23,
2018-07-25,3381.15,
2018-07-26,3360.37,
2018-07-30,3338.15,
2018-07-31,3333.42,
2018-08-01,3305.22,
2018-08-02,3309.5,
2018-08-03,3322.25,
2018-08-06,3308.39,
2018-08-07,3286.38,
2018-08-08,3312.53,
2018-08-09,3332.33,
2018-08-10,3316.47,
2018-08-13,3302.19,
2018-08-14,3275.16,
2018-08-15,3267.75,
2018-08-16,3248.16,
2018-08-17,3238.25,
2018-08-20,3227.61,
2018-08-21,3213.99,
2018-08-23,3215.61,
2018-08-24,3212.86,
2018-08-27,3214.75,
2018-08-28,3196.97,
2018-08-29,3225.18,
2018-08-30,3241.0,
2018-08-31,3229.21,
2018-09-03,3232.32,
2018-09-04,3224.98,
2018-09-05,3223.89,
2018-09-06,3221.9,
2018-09-07,3216.82,
2018-09-10,3197.77,
2018-09-11,3202.74,
2018-09-12,3170.68,
2018-09-13,3167.42,
2018-09-14,3139.77,
2018-09-17,3130.28,
2018-09-18,3072.32,
2018-09-19,3077.36,
2018-09-20,3030.77,
2018-09-21,3016.76,
2018-09-25,2979.29,
2018-09-26,3019.58,
2018-09-27,3009.31,
2018-09-28,3002.0,
2018-10-01,2970.06,
2018-10-02,2963.03,
2018-10-03,2969.6,
2018-10-04,2978.66,
2018-10-05,3010.6,
2018-10-08,3038.12,
2018-10-09,3002.14,
2018-10-10,3000.16,
2018-10-11,2965.82,
2018-10-12,2946.63,
2018-10-15,2909.08,
2018-10-16,2935.9,
2018-10-17,2917.45,
2018-10-18,2932.56,
2018-10-19,2916.82,
2018-10-22,2920.67,
2018-10-23,2932.23,
2018-10-25,2927.65,
2018-10-26,2997.33,
2018-10-29,3058.59,
2018-10-30,3083.2,
2018-10-31,3084.08,
2018-11-01,3221.07,
2018-11-02,3208.43,
2018-11-05,3190.58,
2018-11-07,3110.64,
2018-11-08,3063.82,
2018-11-09,3094.21,
2018-11-12,3105.98,
2018-11-13,3128.87,
2018-11-14,3087.48,
2018-11-15,3105.57,
2018-11-16,3109.5,
2018-11-19,3114.06,
2018-11-21,3114.51,
2018-11-23,3103.34,
2018-11-26,3116.98,
2018-11-27,3148.49,
2018-11-28,3148.96,
2018-11-29,3159.76,
2018-11-30,3178.51,
2018-12-03,3201.08,
2018-12-04,3179.11,
2018-12-05,3176.65,
2018-12-06,3195.06,
2018-12-07,3193.99,
2018-12-10,3172.38,
2018-12-11,3148.48,
2018-12-12,3151.0,
2018-12-13,3154.42,
2018-12-14,3149.43,
2018-12-17,3141.91,
2018-12-18,3127.89,
2018-12-19,3128.67,
2018-12-20,3120.49,
2018-12-21,3108.18,
2018-12-24,3124.73,
2018-12-26,3121.5,
2018-12-27,3116.9,
2018-12-28,3115.42,
2018-12-31,3135.18,
2019-01-02,3111.07,
2019-01-03,3091.52,
2019-01-04,3105.75,
2019-01-07,3070.2,
2019-01-08,3049.95,
2019-01-09,3036.09,
2019-01-10,3037.63,
2019-01-11,3036.61,
2019-01-14,3040.73,
2019-01-16,3044.72,
2019-01-17,3053.25,
2019-01-18,3066.29,
2019-01-21,3054.76,
2019-01-22,3045.32,
2019-01-23,3032.73,
2019-01-24,3037.46,
2019-01-25,3046.23,
2019-01-28,3052.25,
2019-01-29,3082.52,
2019-01-30,3077.08,
2019-01-31,3073.71,
2019-02-01,3072.46,
2019-02-05,3074.62,
2019-02-06,3057.75,
2019-02-07,3053.25,
2019-02-08,3058.07,
2019-02-11,3062.41,
2019-02-12,3040.62,
2019-02-13,3040.65,
2019-02-14,3043.41,
2019-02-15,3028.22,
2019-02-18,3022.85,
2019-02-20,3006.41,
2019-02-21,2977.35,
2019-02-22,2977.47,
2019-02-25,2977.83,
2019-02-26,2980.46,
2019-02-27,2972.35,
2019-02-28,2978.91,
2019-03-01,2868.04,
2019-03-05,2886.39,
2019-03-06,2881.86,
2019-03-07,2882.68,
2019-03-08,2859.59,
2019-03-11,2818.32,
2019-03-12,2795.88,
2019-03-13,2751.3,
2019-03-14,2771.28,
2019-03-15,2761.1,
2019-03-18,2761.0,
2019-03-19,2752.35,
2019-03-21,2741.31,
2019-03-22,2724.94,
2019-03-25,2717.6,
2019-03-26,2708.0,
2019-03-27,2701.87,
2019-03-28,2736.49,
2019-03-29,2738.95,
2019-04-01,2716.71,
2019-04-02,2730.99,
2019-04-03,2737.57,
2019-04-04,2757.06,
2019-04-05,2742.47,
2019-04-08,2721.08,
2019-04-09,2720.41,
2019-04-10,2721.05,
2019-04-11,2717.09,
2019-04-12,2713.31,
2019-04-16,2722.14,
2019-04-17,2715.66,
2019-04-18,2710.27,
2019-04-23,2590.91,
2019-04-24,2603.0,
2019-04-25,2591.18,
2019-04-26,2600.76,
2019-04-29,2613.37,
2019-04-30,2627.46,
2019-05-02,2623.17,
2019-05-03,2617.95,
2019-05-06,2587.2,
2019-05-07,2565.31,
2019-05-08,2552.16,
2019-05-09,2535.82,
2019-05-10,2519.08,
2019-05-13,2511.86,
2019-05-14,2459.15,
2019-05-15,2441.4,
2019-05-16,2454.73,
2019-05-17,2446.9,
2019-05-21,2466.15,
2019-05-22,2473.1,
2019-05-23,2466.88,
2019-05-24,2464.17,
2019-05-27,2459.32,
2019-05-28,2464.15,
2019-05-29,2479.39,
2019-05-30,2478.09,
2019-05-31,2469.82,
2019-06-03,2458.86,
2019-06-04,2446.39,
2019-06-06,2442.14,
2019-06-07,2459.92,
2019-06-10,2477.48,
2019-06-11,2488.15,
2019-06-12,2504.81,
2019-06-13,2503.6,
2019-06-14,2512.68,
2019-06-17,2512.24,
2019-06-18,2515.34,
2019-06-19,2513.96,
2019-06-20,2493.88,
2019-06-21,2488.98,
2019-06-24,2489.62,
2019-06-25,2482.08,
2019-06-26,2479.92,
2019-06-27,2477.76,
2019-06-28,2496.56,
2019-07-01,2505.07,
2019-07-02,2524.75,
2019-07-03,2542.32,
2019-07-04,2587.84,
2019-07-05,2594.44,
2019-07-08,2580.09,
2019-07-09,2600.74,
2019-07-10,2594.6,
2019-07-11,2613.99,
2019-07-12,2627.19,
2019-07-15,2643.02,
2019-07-17,2694.53,
2019-07-18,2740.15,
2019-07-19,2762.04,
2019-07-22,2724.76,
2019-07-23,2749.55,
2019-07-24,2810.06,
2019-07-25,2880.54,
2019-07-26,2925.48,
2019-07-29,3050.82,
2019-07-30,3024.99,
2019-07-31,2983.45,
2019-08-01,2927.9,
2019-08-02,2906.68,
2019-08-05,2896.52,
2019-08-06,2859.98,
2019-08-07,2898.1,
2019-08-08,2885.79,
2019-08-09,2955.37,
2019-08-13,2954.2,
2019-08-15,2904.59,
2019-08-16,2905.81,
2019-08-19,2896.14,
2019-08-20,2914.58,
2019-08-21,2918.03,
2019-08-22,2898.29,
2019-08-23,2902.8,
2019-08-26,2891.72,
2019-08-27,2921.59,
2019-08-28,2928.7,
2019-08-29,2924.65,
2019-08-30,2908.44,
2019-09-02,2888.34,
2019-09-03,2889.94,
2019-09-04,2878.99,
2019-09-05,2859.94,
2019-09-06,2817.76,
2019-09-09,2831.4,
2019-09-10,2815.3,
2019-09-11,2805.53,
2019-09-12,2815.05,
2019-09-16,2807.96,
2019-09-17,2786.6,
2019-09-18,2778.05,
2019-09-19,2786.95,
2019-09-20,2766.06,
2019-09-23,2759.75,
2019-09-24,2746.92,
2019-09-25,2741.39,
2019-09-26,2754.91,
2019-09-27,2764.01,
2019-09-30,2759.72,
2019-10-01,2760.92,
2019-10-02,2746.82,
2019-10-03,2744.78,
2019-10-04,2755.42,
2019-10-07,2778.22,
2019-10-08,2793.56,
2019-10-09,2862.05,
2019-10-10,2864.77,
2019-10-11,2866.44,
2019-10-14,2900.26,
2019-10-15,2878.0,
2019-10-16,2881.06,
2019-10-17,2887.86,
2019-10-18,2905.27,
2019-10-21,2912.66,
2019-10-22,2926.77,
2019-10-23,2922.35,
2019-10-24,2932.36,
2019-10-25,2935.31,
2019-10-28,2940.86,
2019-10-29,2951.39,
2019-10-30,2950.33,
2019-10-31,2980.11,
2019-11-01,2990.34,
2019-11-04,2981.81,
2019-11-05,2981.1,
2019-11-06,2958.23,
2019-11-07,2935.32,
2019-11-08,2951.99,
2019-11-13,2967.42,
2019-11-14,2964.78,
2019-11-15,2986.52,
2019-11-18,3046.04,
2019-11-19,3062.91,
2019-11-20,3036.16,
2019-11-21,3028.35,
2019-11-22,3022.0,
2019-11-25,3003.95,
2019-11-26,3011.1,
2019-11-27,3021.24,
2019-11-28,3069.23,
2019-11-29,3072.15,
2019-12-02,3053.34,
2019-12-03,3049.48,
2019-12-04,3031.77,
2019-12-05,3000.02,
2019-12-06,3000.43,
2019-12-09,2974.47,
2019-12-10,2945.24,
2019-12-12,2955.22,
2019-12-13,2958.71,
2019-12-16,2936.17,
2019-12-17,2945.29,
2019-12-18,2953.1,
2019-12-19,2946.34,
2019-12-20,2945.89,
2019-12-23,2927.69,
2019-12-24,2948.45,
2019-12-26,2965.34,
2019-12-27,2972.09,
2019-12-30,2958.27,
2019-12-31,2936.96,
2020-01-02,2929.09,
2020-01-03,2928.5,
2020-01-06,2893.79,
2020-01-07,2857.99,
2020-01-08,2782.45,
2020-01-09,2830.76,
2020-01-13,2816.98,
2020-01-14,2829.96,
2020-01-16,2807.22,
2020-01-17,2791.06,
2020-01-20,2784.66,
2020-01-21,2826.23,
2020-01-22,2849.29,
2020-01-23,2876.9,
2020-01-24,2883.01,
2020-01-27,2843.43,
2020-01-28,2817.73,
2020-01-29,2830.2,
2020-01-30,2833.66,
2020-01-31,2835.04,
2020-02-03,2839.13,
2020-02-05,2840.99,
2020-02-06,2839.56,
2020-02-07,2835.35,
2020-02-10,2824.06,
2020-02-11,2801.85,
2020-02-12,2784.83,
2020-02-13,2767.9,
2020-02-14,2773.26,
2020-02-17,2768.85,
2020-02-18,2783.66,
2020-02-19,2807.11,
2020-02-20,2788.31,
2020-02-24,2771.3,
2020-02-25,2731.39,
2020-02-26,2670.97,
2020-02-27,2675.41,
2020-02-28,2631.99,
2020-03-02,2646.97,
2020-03-03,2656.75,
2020-03-04,2586.31,
2020-03-05,2548.31,
2020-03-06,2479.61,
2020-03-10,2361.75,
2020-03-11,2405.8,
2020-03-12,2293.69,
2020-03-13,2205.97,
2020-03-20,1947.42,
2020-05-11,1760.53,
2020-05-12,1685.45,
2020-05-13,1729.15,
2020-05-14,1707.02,
2020-05-15,1755.51,
2020-05-18,1847.71,
2020-05-19,1886.65,
2020-05-20,1904.14,
2020-05-21,2037.04,
2020-05-22,2034.38,
2020-05-26,1997.2,
2020-05-27,2014.36,
2020-05-28,2057.7,
2020-05-29,2016.08,
2020-06-01,1962.2,
2020-06-02,1972.78,
2020-06-03,1952.34,
2020-06-04,1954.57,
2020-06-08,2002.31,
2020-06-09,2041.9,
2020-06-10,2039.07,
2020-06-11,2055.06,
2020-06-12,2054.96,
2020-06-15,2047.22,
2020-06-16,2079.12,
2020-06-17,2121.11,
2020-06-18,2140.51,
2020-06-19,2156.53,
2020-06-22,2221.35,
2020-06-23,2257.57,
2020-06-24,2275.45,
2020-06-25,2287.56,
2020-06-26,2290.85,
2020-06-29,2277.32,
2020-06-30,2268.77,
2020-07-01,2258.72,
2020-07-02,2229.32,
2020-07-03,2190.75,
2020-07-06,2188.56,
2020-07-07,2212.7,
2020-07-08,2195.68,
2020-07-09,2205.66,
2020-07-10,2140.19,
2020-07-13,2072.1,
2020-07-14,2113.51,
2020-07-15,2095.95,
2020-07-16,2126.63,
2020-07-17,2153.5,
2020-07-20,2181.13,
2020-07-21,2173.61,
2020-07-22,2158.61,
2020-07-23,2159.63,
2020-07-24,2161.89,
2020-07-27,2178.17,
2020-07-28,2171.43,
2020-07-29,2163.09,
2020-07-30,2153.4,
2020-07-31,2179.65,
2020-08-04,2215.08,
2020-08-05,2209.67,
2020-08-07,2227.19,
2020-08-10,2210.48,
2020-08-11,2231.78,
2020-08-12,2277.2,
2020-08-13,2297.12,
2020-08-14,2320.1,
2020-08-17,2316.99,
2020-08-18,2331.14,
2020-08-19,2370.29,
2020-08-20,2371.87,
2020-08-21,2394.18,
2020-08-25,2379.67,
2020-08-26,2364.91,
2020-08-27,2353.27,
2020-08-28,2360.38,
2020-08-31,2359.75,
2020-09-02,2348.36,
2020-09-03,2343.81,
2020-09-04,2321.57,
2020-09-07,2307.89,
2020-09-08,2307.64,
2020-09-09,2334.76,
2020-09-10,2342.85,
2020-09-11,2359.24,
2020-09-14,2382.77,
2020-09-15,2389.33,
2020-09-16,2406.36,
2020-09-17,2480.07,
2020-09-18,2512.4,
2020-09-21,2511.72,
2020-09-22,2492.35,
2020-09-23,2486.01,
2020-09-24,2481.92,
2020-09-25,2482.08,
2020-09-28,2495.72,
2020-09-29,2476.11,
2020-09-30,2463.27,
2020-10-02,2454.43,
2020-10-05,2288.51,
2020-10-06,2272.22,
2020-10-07,2272.89,
2020-10-08,2317.15,
2020-10-09,2348.5,
2020-10-12,2334.71,
2020-10-13,2303.81,
2020-10-14,2346.83,
2020-10-15,2366.14,
2020-10-16,2370.43,
2020-10-19,2382.72,
2020-10-20,2387.56,
2020-10-21,2287.6,
2020-10-22,2294.89,
2020-10-23,2297.88,
2020-10-26,2254.79,
2020-10-27,2260.97,
2020-10-28,2238.97,
2020-10-29,2282.2,
2020-11-02,2262.94,
2020-11-03,2294.39,
2020-11-04,2317.83,
2020-11-05,2347.4,
2020-11-06,2370.3,
2020-11-09,2379.69,
2020-11-10,2411.6,
2020-11-11,2432.55,
2020-11-12,2403.57,
2020-11-13,2401.37,
2020-11-16,2386.69,
2020-11-17,2395.71,
2020-11-18,2397.26,
2020-11-19,2387.88,
2020-11-20,2390.27,
2020-11-23,2388.54,
2020-11-24,2399.98,
2020-11-25,2416.18,
2020-11-26,2423.66,
2020-11-27,2433.63,
2020-11-30,2453.87,
2020-12-01,2497.92,
2020-12-02,2512.55,
2020-12-03,2518.83,
2020-12-04,2534.74,
2020-12-07,2582.75,
2020-12-08,2642.5,
2020-12-09,2641.72,
2020-12-10,2628.49,
2020-12-11,2627.81,
2020-12-14,2634.84,
2020-12-15,2607.87,
2020-12-16,2602.69,
2020-12-17,2583.01,
2020-12-18,2572.95,
2020-12-21,2580.21,
2020-12-22,2584.63,
2020-12-23,2574.73,
2020-12-24,2599.67,
2020-12-28,2614.84,
2020-12-30,2631.53,
2020-12-31,2638.1,
2021-01-04,2687.45,
2021-01-05,2707.64,
2021-01-06,2703.19,
2021-01-07,2692.56,
2021-01-08,2704.87,
2021-01-11,2730.85,
2021-01-12,2742.41,
2021-01-13,2782.17,
2021-01-15,2902.98,
2021-01-18,3003.3,
2021-01-19,3059.03,
2021-01-20,3096.35,
2021-01-21,3196.73,
2021-01-22,3312.35,
2021-01-25,3500.82,
2021-01-26,3504.05,
2021-01-27,3505.33,
2021-01-29,3514.18,
2021-02-01,3439.15,
2021-02-02,3187.38,
2021-02-03,3293.45,
2021-02-05,3304.3,
2021-02-08,3227.66,
2021-02-09,3169.92,
2021-02-10,3087.7,
2021-02-11,3039.28,357305.25
2021-02-12,3180.24,354527.93
2021-02-15,3163.59,354016.78
2021-02-16,3032.21,354025.51
2021-02-17,3027.66,349422.25
2021-02-18,3086.04,347241.21
2021-02-19,3098.12,344425.63
2021-02-22,3029.79,347926.55
2021-02-23,2898.43,352290.97
2021-02-24,2899.0,351890.48
2021-02-25,2966.63,349239.85
2021-03-01,2964.3,339084.69
2021-03-02,2909.77,333644.33
2021-03-03,2836.75,338912.41
2021-03-04,2768.88,334643.57
2021-03-05,2791.57,331017.25
2021-03-08,2906.69,334753.67
2021-03-09,2909.98,330169.2
2021-03-10,2867.82,335505.36
2021-03-12,2893.44,338545.31
2021-03-15,2862.81,338400.33
2021-03-16,2845.51,340740.51
2021-03-17,2816.92,344029.67
2021-03-18,2774.78,346092.33
2021-03-19,2757.45,344865.52
2021-03-22,2786.12,343119.13
2021-03-23,2801.79,342626.41
2021-03-24,2871.08,344406.54
2021-03-25,2854.25,343449.81
2021-03-26,2866.66,342722.17
2021-03-29,2884.14,343309.58
2021-03-30,2881.67,340839.82
2021-03-31,2850.12,334621.19
2021-04-01,2867.72,340552.58
2021-04-05,2874.3,344128.23
2021-04-06,2934.48,346337.54
2021-04-07,2954.94,345640.84
2021-04-08,3002.71,347090.93
2021-04-09,3020.57,350478.76
2021-04-12,3064.65,347700.46
2021-04-15,3079.86,347189.0
2021-04-16,3071.5,352003.86
2021-04-19,3042.15,345535.96
2021-04-20,2955.56,339685.99
2021-04-21,2977.32,341737.18
2021-04-22,2931.59,344571.84
2021-04-23,2879.17,343222.35
